Annunciáta;0
Antal;1
Antigon;1
Antigoné;0
Anton;1
Antonella;0
Antónia;0
Antonietta;0
Antos;1
Anzelm;1
Anzelma;0
Ányos;1
Apolka;0
Apollinár;1
Apollinária;0
Apolló;1
Apollónia;0
Apor;1
Apostol;1
Appia;0
Apród;1
Arabella;0
Aranka;0
Arany;0
Archibáld;1
Arétász;1
Ariadné;0
Arián;1
Arianna;0
Ariel;1
Ariella;0
Arika;0
Arikán;1
Arion;1
Arisztid;1
Arita;0
Arkád;1
Árkos;1
Armand;1
Armanda;0
Armandina;0
Armida;0
Armilla;0
Ármin;1
Arnó;1
Arnold;1
Arnolda;0
Arnót;1
Áron;1
Árpád;1
Arszlán;1
Artemisz;0
Artemíszia;0
Artemon;1
Artúr;1
Árvácska;0
Arvid;1
Arzén;1
Aszpázia;0
Asszunta;0
Aszter;1
Asztrid;0
Atád;1
Atala;0
Atalanta;0
Atália;0
Atanáz;1
Atanázia;0
Aténé;0
Atilla;1
Atlasz;1
Atos;1
Attila;1
Auguszta;0
Augusztina;0
Aura;0
Aurél;1
Aurélia;0
Aurélián;1
Auróra;0
Avarka;0
Avenár;1
Axel;1
Azálea;0
Azár;1
Azucséna;0
Azurea;0
Babett;0
Bács;1
Bagamér;1
Baján;1
Bajnok;1
Baksa;1
Balabán;1
Balambér;1
Balár;1
Balázs;1
Balbina;0
Balda;0
Baldó;1
Baldvin;1
Bálint;1
Balló;1
Baltazár;1
Bán;1
Bandó;1
Bánk;1
Bános;1
Barabás;1
Baracs;1
Barakony;1
Barbara;0
Bardó;1
Barlám;1
Barna;1
Barnabás;1
Barót;1
Bars;1
Bársonyka;0
Bartal;1
Bartó;1
Bartos;1
Bató;1
Bátony;1
Bátor;1
Bazil;1
Bazsó;1
Bea;0
Beáta;0
Beatrix;0
Becse;1
Bedõ;1
Begónia;0
Béke;0
Bekény;1
Bekõ;1
Béla;1
Belián;1
Belinda;0
Belizár;1
Bella;0
Benáta;0
Bence;1
Bende;1
Bendegúz;1
Bene;1
Benedek;1
Benedetta;0
Benedikta;0
Béni;1
Benigna;0
Benignusz;1
Benjámin;1
Benjamina;0
Benke;1
Benkõ;1
Bennó;1
Benõ;1
Bercel;1
Bere;1
Berengár;1
Bereniké;0
Berény;1
Berill;0
Beriszló;1
Bernadett;0
Bernarda;0
Bernát;1
Berta;0
Bertalan;1
Bertilla;0
Bertina;0
Bertold;1
Bertolda;0
Bertram;1
Bese;1
Betta;0
Betti;0
Bettina;0
Bianka;0
Bibiána;0
Bíbor;0
Bíbora;0
Bíborka;0
Blandina;0
Blanka;0
Boáz;1
Bocsárd;1
Bod;1
Bodó;1
Bódog;1
Bodomér;1
Bodony;1
Bodor;1
Bogárka;0
Bogát;1
Bogáta;0
Bogdán;1
Boglár;1
Boglárka;0
Bojána;0
Bökény;1
Bolda;0
Boldizsár;1
Bolivár;1
Bonaventúra;0
Böngér;1
Bonifác;1
Bónis;1
Borbála;0
Borbás;1
Boriska;0
Borisz;1
Boróka;0
Bors;1
Borsa;1
Borsika;0
Botár;1
Botond;1
Bottyán;1
Bozsidár;1
Bozsóka;0
Brigitta;0
Britta;0
Brúnó;1
Brútusz;1
Buda;1
Bulcsú;1
Buzád;1
Buzás;1
Cecília;0
Cecílián;1
Celerina;0
Celeszta;0
Celesztin;1
Celesztina;0
Célia;0
Celina;0
Cézár;1
Cezarina;0
Cicelle;0
Ciceró;1
Ciklámen;0
Cinnia;0
Cintia;0
Ciprián;1
Cipriána;0
Cirill;1
Cirilla;0
Cirjék;1
Círus;1
Csaba;1
Csák;1
Csanád;1
Csát;1
Csatád;1
Csatár;1
Csató;1
Csegõ;1
Cseke;1
Csendike;0
Csenge;0
Csenger;1
Csépán;1
Csepel;1
Cseperke;0
Cserjén;1
Cserne;0
Csilla;0
Csillag;0
Csinszka;0
Csobád;1
Csobán;1
Csombor;1
Csongor;1
Csörsz;1
Dagobert;1
Dagomér;1
Dália;0
Dalibor;1
Dalida;0
Dalma;0
Damáz;1
Damján;1
Damos;1
Dániel;1
Daniella;0
Daniló;1
Dános;1
Darinka;0
Dárius;1
Dávid;1
Dea;0
Debóra;0
Dejte;1
Deli;1
Délia;0
Délibáb;0
Delila;0
Delinke;0
Demény;1
Demeter;1
Demetria;0
Demjén;1
Dénes;1
Deodát;1
Ders;1
Detre;1
Dévald;1
Dezdemóna;0
Dézi;0
Dezideráta;0
Dezsér;1
Dezsõ;1
Diána;0
Dina;0
Dioméd;1
Dionízia;0
Ditmár;1
Ditta;0
Dókus;1
Dolli;0
Dolóresz;0
Doloróza;0
Domán;1
Döme;1
Domicián;1
Dominik;1
Dominika;0
Domitilla;0
Domokos;1
Domonkos;1
Dömös;1
Domos;1
Dömötör;1
Donald;1
Donát;1
Donáta;0
Donatella;0
Döniz;0
Dóra;0
Dorián;1
Dorina;0
Dorisz;0
Dorka;0
Dormán;1
Dorottya;0
Dukász;1
Dulcinea;0
Dusán;1
Éda;0
Edda;0
Ede;1
Edgár;1
Edina;0
Edit;0
Edmond;1
Edna;0
Edömér;1
Édua;0
Edvárd;1
Edvarda;0
Edvin;1
Edvina;0
Efraim;1
Egbert;1
Egberta;0
Egmont;1
Egon;1
Egyed;1
Elek;1
Elektra;0
Elemér;1
Eleonóra;0
Életke;0
Elfrida;0
Eliána;0
Éliás;1
Eligiusz;1
Elina;0
Eliz;0
Eliza;0
Elizeus;1
Ella;0
Ellák;1
Ellina;0
Elma;0
Elmár;1
Elmira;0
Elmó;1
Elõd;1
Elvira;0
Elza;0
Emánuel;1
Emanuéla;0
Emerencia;0
Emerita;0
Emese;0
Emil;1
Emília;0
Emilián;1
Emiliána;0
Emma;0
Emmi;0
Emõd;1
Emõke;0
Enciána;0
Endre;1
Ené;0
Éneás;1
Engelbert;1
Engelhard;1
Enid;0
Enikõ;0
Enna;0
Énok;1
Eperke;0
Erazmus;1
Erhard;1
Erik;1
Erika;0
Erina;0
Ermelinda;0
Erna;0
Ernák;1
Ernella;0
Erneszta;0
Ernesztina;0
Ernõ;1
Ernye;1
Ervin;1
Ervina;0
Erzsébet;0
Estilla;0
Eszmeralda;0
Esztella;0
Eszter;0
Eta;0
Ete;1
Etel;0
Etele;1
Etelka;0
Eudoxia;0
Eufémia;0
Eufrozina;0
Eugén;1
Eugénia;0
Eulália;0
Euniké;0
Euridiké;0
Euszták;1
Eutim;1
Eutímia;0
Euzébia;0
Éva;0
Évald;1
Evariszt;1
Evelin;0
Evelina;0
Evetke;0
Ezékiel;1
Ézsaiás;1
Fábián;1
Fabiána;0
Fabióla;0
Fábiusz;1
Fabó;1
Fabrícius;1
Fanni;0
Farkas;1
Fáta;0
Fatima;0
Fatime;0
Fausztina;0
Fausztusz;1
Fedor;1
Fedóra;0
Fédra;0
Fehérke;0
Felícia;0
Felicián;1
Feliciána;0
Félix;1
Ferdinánd;1
Ferenc;1
Fernanda;0
Fiametta;0
Fidél;1
Fidélia;0
Filemon;1
Filibert;1
Filippa;0
Filoméla;0
Filomén;1
Filoména;0
Filotea;0
Fiorella;0
Flávia;0
Flavián;1
Flóra;0
Florencia;0
Florentin;1
Florentina;0
Flórián;1
Florina;0
Flóris;1
Fodor;1
Folkus;1
Fóris;1
Fortuna;0
Fortunát;1
Franciska;0
Frida;0
Friderika;0
Fridolin;1
Frigyes;1
Fruzsina;0
Fülöp;1
Fulvia;0
Fürtike;0
Füzike;0
Gábor;1
Gábriel;1
Gabriella;0
Gajána;0
Gál;1
Galamb;0
Galatea;0
Galina;0
Gálos;1
Gara;1
Gardénia;0
Gáspár;1
Gaszton;1
Gazsó;1
Gedeon;1
Gedõ;1
Gejza;1
Gellén;1
Gellért;1
Gemella;0
Geminián;1
Gemma;0
Génia;0
Genovéva;0
Georgina;0
Geraszim;1
Gerda;0
Geréb;1
Gergely;1
Gergõ;1
Gerjén;1
Gerle;0
Germán;1
Gerõ;1
Gerold;1
Gertrúd;0
Gerzson;1
Géza;1
Gibárt;1
Gida;1
Gilbert;1
Gilberta;0
Gilda;0
Gilgames;1
Gina;0
Girót;1
Giszmunda;0
Gitta;0
Gizella;0
Glória;0
Gobert;1
Godiva;0
Godó;1
Godvin;1
Gordon;1
Gorgiás;1
Gotfrid;1
Gothárd;1
Gotlib;1
Grácia;0
Gracián;1
Graciána;0
Graciella;0
Gréta;0
Grizelda;0
Grizeldisz;0
Gujdó;1
Gunda;0
Günter;1
Gusztáv;1
Gyárfás;1
Gyenes;1
Gyoma;1
Gyöngy;0
Gyöngyi;0
Gyöngyvér;0
Gyöngyvirág;0
Gyopárka;0
Györe;1
György;1
Györgyi;0
Györk;1
Gyõzõ;1
Gyula;1
Hágár;0
Hajna;0
Hajnal;0
Hajnalka;0
Hamilkár;1
Hanga;0
Hanna;0
Hannibál;1
Hannó;1
Harald;1
Hargitta;0
Harkány;1
Harlám;1
Harmatka;0
Harri;1
Hartvig;1
Hasszán;1
Havaska;0
Hedda;0
Hédi;0
Hedvig;0
Hektor;1
Héla;0
Helén;0
Heléna;0
Helga;0
Heliodor;1
Héliosz;1
Helka;0
Hella;0
Henriett;0
Henrietta;0
Henrik;1
Héra;0
Herbert;1
Herkules;1
Herman;1
Hermész;1
Hermia;0
Hermiás;1
Hermina;0
Hermiusz;1
Herold;1
Herta;0
Hetény;1
Hiador;1
Hieronima;0
Hilária;0
Hiláriusz;1
Hilda;0
Hilmár;1
Hippia;0
Hippolit;1
Hippolita;0
Hódos;1
Hófehérke;0
Holda;0
Holló;1
Honoráta;0
Honorátusz;1
Honória;0
Honóriusz;1
Hont;1
Horác;1
Horácia;0
Hortenzia;0
Hóvirág;0
Huba;1
Hubert;1
Huberta;0
Hugó;1
Humbert;1
Hümér;1
Hunor;1
Ibolya;0
Ibrány;1
Ida;0
Iduna;0
Ifigénia;0
Ignác;1
Ignácia;0
Igor;1
Ila;0
Ilárion;1
Ildefonz;1
Ildikó;0
Ilián;1
Ilka;0
Illés;1
Ilma;0
Ilmár;1
Ilona;0
Imbert;1
Imelda;0
Immakuláta;0
Immánuel;1
Imogén;1
Imola;0
Imre;1
Ince;1
Indira;0
Inez;0
Inge;0
Ingrid;0
Innocencia;0
Ipoly;1
Irén;0
Iréneusz;1
Irina;0
Iringó;0
Írisz;0
Irma;0
István;1
Itala;0
Iván;1
Ivána;0
Ivett;0
Ivetta;0
Ivó;1
Ivonn;0
Ivor;1
Ixion;1
Iza;0
Izabel;0
Izabella;0
Izaiás;1
Iziás;1
Izidor;1
Izidóra;0
Izmael;1
Izméne;0
Izolda;0
Izor;1
Izóra;0
Izrael;1
Izsák;1
Izsó;1
Jácint;1
Jácinta;0
Jagelló;1
Jakab;1
Jákó;1
Jákob;1
Jakobina;0
Jakus;1
Janina;0
Janka;0
János;1
Január;1
Járfás;1
Jarmila;0
Jávorka;0
Jázmin;0
Jázon;1
Jella;0
Jenõ;1
Jeremiás;1
Jermák;1
Jerne;0
Jeromos;1
Jetta;0
Joakim;1
Jób;1
Joel;1
Johanna;0
Jolán;0
Jolánta;0
Jónás;1
Jonatán;1
Jordán;1
Jozafát;1
Jozefa;0
Jozefina;0
Józsa;0
József;1
Józsiás;1
Józsua;1
Judit;0
Jukundusz;1
Júlia;0
Julianna;0
Juliánusz;1
Julietta;0
Julitta;0
Júnó;1
Jusztin;1
Jusztina;0
Jusztus;1
Jusztusz;1
Jutas;1
Jutta;0
Juvenál;1
Kabos;1
Kada;1
Kadosa;1
Kajetán;1
Kájusz;1
Kál;1
Káldor;1
Kalliopé;0
Kalliszta;0
Kálmán;1
Kámea;0
Kamélia;0
Kamil;1
Kamill;1
Kamilla;0
Kamilló;1
Kán;1
Kandid;1
Kandida;0
Kanut;1
Kapisztrán;1
Kaplony;1
Kapolcs;1
Karácson;1
Karácsony;1
Karád;1
Kardos;1
Karina;0
Karion;1
Kármán;1
Karméla;0
Karmelina;0
Kármen;0
Karola;0
Karolina;0
Károly;1
Karsa;1
Kartal;1
Kászon;1
Kasszián;1
Kasztor;1
Kata;0
Katalin;0
Katapán;1
Katinka;0
Kató;0
Kazimir;1
Kázmér;1
Keled;1
Kelemen;1
Kelen;1
Kemenes;1
Kende;1
Kenese;1
Kenéz;1
Kerecsen;1
Kerény;1
Keresztély;1
Kerubina;0
Keszõ;1
Keve;1
Kevin;1
Kilény;1
Kilián;1
Kiliána;0
Kincsõ;0
Kinga;0
Kira;0
Kirill;1
Kisanna;0
Kitti;0
Klára;0
Klarissza;0
Klaudetta;0
Klaudia;0
Klemencia;0
Klementina;0
Kleofás;1
Kleon;1
Kleopátra;0
Klétus;1
Klió;0
Klotild;0
Kocsárd;1
Koletta;0
Kolombina;0
Kolombusz;1
Kolos;1
Kolumbán;1
Kolumbusz;1
Konkordia;0
Konrád;1
Konstancia;0
Konstantin;1
Konstantina;0
Kont;1
Koppány;1
Kordélia;0
Koridon;1
Korinna;0
Koriolán;1
Kornél;1
Kornélia;0
Korvin;1
Kósa;1
Kötöny;1
Kozima;0
Kozma;1
Kreszcencia;0
Kristóf;1
Kriszta;0
Krisztián;1
Krisztina;0
Krisztofer;1
Krizanta;0
Krizosztom;1
Kund;1
Kunigunda;0
Kunó;1
Kurszán;1
Kürt;1
Laborc;1
Ladiszla;0
Ladomér;1
Lajos;1
Lambert;1
Lamberta;0
Lantos;1
Larina;0
Larion;1
László;1
Laura;0
Laurencia;0
Lavínia;0
Lázár;1
Lea;0
Leander;1
Léda;0
Lehel;1
Leila;0
Lél;1
Lelle;0
Léna;0
Lénárd;1
Lenke;0
Leó;1
Leon;1
Leona;0
Leonárd;1
Leonarda;0
Leonetta;0
Leonidász;1
Leonóra;0
Leontina;0
Leopold;1
Leopoldina;0
Lestár;1
Letícia;0
Levendula;0
Levente;1
Lia;0
Liána;0
Liander;1
Liberátusz;1
Libériusz;1
Libor;1
Lídia;0
Lili;0
Lilian;0
Liliána;0
Liliom;0
Lilla;0
Lina;0
Linda;0
Lionel;1
Lipót;1
Lívia;0
Líviusz;1
Liza;0
Lizander;1
Lizandra;0
Lola;0
Lolita;0
Loránd;1
Lóránt;1
Loréna;0
Loretta;0
Lõrinc;1
Lotár;1
Lotti;0
Luca;0
Lúcia;0
Lucián;1
Luciusz;1
Ludmilla;0
Ludovika;0
Lujza;0
Lukács;1
Lukrécia;0
Mabella;0
Madléna;0
Magda;0
Magdaléna;0
Magdolna;0
Magnusz;1
Mahália;0
Maja;0
Majlát;1
Makabeus;1
Makár;1
Malakiás;1
Malvin;0
Mályva;0
Manassé;1
Manda;0
Manfréd;1
Manfréda;0
Manna;0
Manó;1
Manon;0
Manszvét;1
Mánuel;1
Manuéla;0
Mara;0
Marcell;1
Marcella;0
Marcellina;0
Marcián;1
Margaréta;0
Margit;0
Margitta;0
Margó;0
Mária;0
Marián;1
Mariann;0
Marianna;0
Marica;0
Marietta;0
Marina;0
Marinella;0
Marinetta;0
Márió;1
Marion;0
Marióra;0
Marita;0
Máriusz;1
Márk;1
Markó;1
Márkus;1
Marléne;0
Marót;1
Márta;0
Martin;1
Martina;0
Márton;1
Martos;1
Masa;0
Máté;1
Matild;0
Mátka;0
Mátyás;1
Maura;0
Maurícia;0
Maxim;1
Maxima;0
Maximilián;1
Maximilla;0
Medárd;1
Medárda;0
Médea;0
Megyer;1
Melánia;0
Melina;0
Melinda;0
Melióra;0
Melissza;0
Meliton;1
Melitta;0
Meluzina;0
Ménás;1
Mendel;1
Menodóra;0
Ménrót;1
Menta;0
Menyhért;1
Mercédesz;0
Merse;1
Metella;0
Metód;1
Metta;0
Mia;0
Mietta;0
Mihaéla;0
Mihály;1
Mike;1
Mikeás;1
Mikes;1
Miklós;1
Mikolt;0
Miksa;1
Milán;1
Milda;0
Milemon;1
Miléna;0
Miletta;0
Milica;0
Milla;0
Milos;1
Mimóza;0
Mína;0
Mínea;0
Minerva;0
Minna;0
Míra;0
Mirabella;0
Mirandella;0
Mirandola;0
Mirandolina;0
Mirella;0
Mirjam;0
Mirkó;1
Miron;1
Mirtill;0
Modeszta;0
Modesztusz;1
Mónika;0
Montika;0
Mór;1
Morella;0
Morgan;1
Móric;1
Mózes;1
Muriel;0
Múzsa;0
Nadinka;0
Nádja;0
Nándor;1
Nanett;0
Nanetta;0
Napóleon;1
Napsugár;0
Nárcisz;0
Narcisszusz;1
Nárciusz;1
Násfa;0
Natália;0
Nátán;1
Natasa;0
Nauzika;0
Nedda;0
Nefelejcs;0
Nelli;0
Nemere;1
Nepomuk;1
Nerina;0
Neszta;0
Nesztor;1
Netta;0
Nétus;1
Nikander;1
Niké;0
Nikétás;1
Nikodém;1
Nikodémia;0
Nikodémusz;1
Nikola;0
Nikolett;0
Nikoletta;0
Nilla;0
Nimfa;0
Nimród;1
Nina;0
Ninett;0
Ninetta;0
Ninon;0
Niobé;0
Noé;1
Noel;1
Noémi;0
Nóna;0
Nónusz;1
Nóra;0
Norbert;1
Norberta;0
Norina;0
Norma;0
Norman;1
Nyék;1
Nyeste;0
Oberon;1
Odett;0
Odília;0
Odiló;1
Odisszeusz;1
Odó;1
Ödön;1
Ofélia;0
Oguz;1
Oktávia;0
Oktávián;1
Olaf;1
Olga;0
Olimpia;0
Olinda;0
Olivér;1
Olívia;0
Omár;1
Ompoly;1
Ond;1
Opika;0
Orália;0
Orbán;1
Orbó;1
Orchidea;0
Oresztész;1
Orfeusz;1
Orgona;0
Oriána;0
Orion;1
Örkény;1
Ormos;1
Oros;1
Örs;1
Örsi;0
Orsika;0
Orsolya;0
Örzse;1
Õszike;0
Oszkár;1
Oszlár;1
Osszián;1
Oszvald;1
Oszvalda;0
Otelló;1
Otília;0
Otmár;1
Ottó;1
Ottokár;1
Ovidiusz;1
Oxána;0
Õzike;0
Ozmin;1
Özséb;1
Ozsvát;1
Pál;1
Pálma;0
Palóma;0
Paméla;0
Pamfil;1
Pamina;0
Panna;0
Pantaleon;1
Páris;1
Paszkál;1
Pasztorella;0
Patony;1
Patrícia;0
Patrícius;1
Patrik;1
Paula;0
Paulina;0
Pázmán;1
Pelágia;0
Pelágiusz;1
Pelbárt;1
Pellegrin;1
Pénelopé;0
Pentele;1
Peónia;0
Peregrina;0
Perenna;0
Periklész;1
Perjámos;1
Perpétua;0
Péter;1
Petõ;1
Petra;0
Petronella;0
Petrónia;0
Petróniusz;1
Petúnia;0
Petur;1
Piládész;1
Pintyõke;0
Piramusz;1
Piroska;0
Piusz;1
Placid;1
Placida;0
Polett;0
Polidor;1
Pólika;0
Polikárp;1
Polina;0
Polixéna;0
Polla;0
Pompilla;0
Pompónia;0
Pongor;1
Pongrác;1
Poppea;0
Porfir;1
Primusz;1
Priszcilla;0
Rabán;1
Radamesz;1
Radiszló;1
Radó;1
Radomér;1
Rados;1
Radován;1
Radvány;1
Rafael;1
Rafaella;0
Ráfis;1
Ráhel;0
Rajmund;1
Rajmunda;0
Rajnald;1
Ramón;1
Ramóna;0
Rápolt;1
Rátold;1
Raul;1
Razmus;1
Rázsony;1
Rea;0
Rebeka;0
Regina;0
Reginald;1
Regõ;1
Réka;0
Relinda;0
Rella;0
Reményke;0
Remig;1
Rémusz;1
Renáta;0
Renátó;1
René;1
Réta;0
Rezeda;0
Rézmán;1
Rezsõ;1
Ria;0
Richárd;1
Rikarda;0
Rita;0
Riza;0
Róbert;1
Roberta;0
Robertina;0
Robin;1
Rodelinda;0
Rodion;1
Rodrigó;1
Rókus;1
Roland;1
Rolf;1
Román;1
Romána;0
Rómeó;1
Romola;0
Romuald;1
Romulusz;1
Rovéna;0
Roxána;0
Róza;0
Rozália;0
Rozalinda;0
Rozamunda;0
Rozanna;0
Rozina;0
Rozita;0
Rozmarin;0
Rozvita;0
Rózsa;0
Ruben;1
Rubina;0
Rudolf;1
Rudolfina;0
Rufina;0
Rufusz;1
Rupert;1
Ruperta;0
Ruszalka;0
Ruszlán;1
Ruszlána;0
Rusztem;1
Sába;0
Salamon;1
Sámson;1
Samu;1
Sámuel;1
Samuella;0
Sándor;1
Sára;0
Sarolt;0
Sarolta;0
Saul;1
Sebes;1
Sebestyén;1
Sebõ;1
Seherezádé;0
Sejla;0
Semjén;1
Simeon;1
Simon;1
Skolasztika;0
Solt;1
Sólyom;1
Soma;1
Stefánia;0
Stella;0
Sudárka;0
Sugárka;0
Surány;1
Szabella;0
Szabin;1
Szabina;0
Szabolcs;1
Szalárd;1
Szaléz;1
Szalók;1
Szalóme;0
Szalvátor;1
Szalvia;0
Szalviusz;1
Szandra;0
Szaniszló;1
Szavéta;0
Szebáld;1
Szecsõ;1
Szederke;0
Szegfû;0
Szelemér;1
Szelim;1
Szelina;0
Szellõke;0
Szemere;1
Szemirámisz;0
Szemõke;0
Szendike;0
Szénia;0
Szeráf;1
Szerafina;0
Szeréna;0
Szerénusz;1
Szergiusz;1
Szervác;1
Szevér;1
Szeveréd;1
Szeverin;1
Szibilla;0
Szidónia;0
Szidor;1
Szigfrid;1
Szilamér;1
Szilárd;1
Szilárda;0
Szilas;1
Szilvána;0
Szilvánusz;1
Szilveszter;1
Szilvia;0
Szilvió;1
Szilviusz;1
Szimóna;0
Szimonetta;0
Szirén;0
Szíriusz;1
Szironka;0
Szixtusz;1
Szófia;0
Szofron;1
Szofrónia;0
Szókratész;1
Szólát;1
Szolón;1
Szonja;0
Szonóra;0
Szórád;1
Szörénke;0
Szörény;1
Szorina;0
Szovát;1
Szulamit;0
Szultána;0
Szvetlana;0
Tábita;0
Tácia;0
Tacitusz;1
Taddeus;1
Tádé;1
Taksony;1
Talabor;1
Talamér;1
Tália;0
Tamara;0
Tamás;1
Tanázia;0
Tankréd;1
Taráz;1
Tarcal;1
Tardos;1
Tarján;1
Tárkány;1
Tarzícia;0
Tarziciusz;1
Tas;1
Tasziló;1
Tatjána;0
Tavaszka;0
Tea;0
Tekla;0
Telma;0
Témisz;0
Ténia;0
Teó;1
Teobald;1
Teobalda;0
Teodolinda;0
Teodor;1
Teodóra;0
Teodózia;0
Teofánia;0
Teofil;1
Teofila;0
Teónia;0
Tercia;0
Terestyén;1
Teréz;0
Terézia;0
Tertullia;0
Tessza;0
Tétény;1
Tétisz;0
Tézeusz;1
Tibád;1
Tibériusz;1
Tibold;1
Tibor;1
Tiborc;1
Tícia;0
Ticiána;0
Tihamér;1
Tilda;0
Tilla;0
Tímea;0
Timon;1
Timót;1
Timótea;0
Timur;1
Tina;0
Tíria;0
Tirzusz;1
Titán;1
Titánia;0
Titanilla;0
Titusz;1
Tivadar;1
Tóbia;0
Tóbiás;1
Tódor;1
Töhötöm;1
Tomaj;1
Tomázia;0
Tömör;1
Tomor;1
Tonuzóba;1
Törtel;1
Toszka;0
Trajánusz;1
Trisztán;1
Tulipán;0
Tullia;0
Tünde;0
Tuzson;1
Ubul;1
Üdvöske;0
Ugod;1
Ugor;1
Ugron;1
Ulászló;1
Ulisszesz;1
Uljána;0
Ulla;0
Ulpián;1
Ulrik;1
Ulrika;0
Upor;1
Uránia;0
Urbán;1
Urbána;0
Uriás;1
Uriel;1
Uros;1
Urzula;0
Urzulina;0
Uzonka;0
Uzor;1
Vajk;1
Valdemár;1
Valentin;1
Valentina;0
Valér;1
Valéria;0
Valter;1
Vanda;0
Vanessza;0
Várkony;1
Varsány;1
Vaszilia;0
Vászoly;1
Vazul;1
Vázsony;1
Velmira;0
Vencel;1
Vendel;1
Vendelina;0
Vénusz;0
Vera;0
Verbéna;0
Veréna;0
Verita;0
Verner;1
Veron;0
Veronika;0
Versény;1
Veszta;0
Véta;0
Veturia;0
Viátor;1
Vid;1
Vida;1
Vidor;1
Vidos;1
Viktor;1
Viktória;0
Viktorina;0
Vilhelmina;0
Vilibald;1
Vilja;0
Villõ;0
Vilma;0
Vilmos;1
Vince;1
Vincencia;0
Viola;0
Violetta;0
Viorika;0
Virág;0
Virgil;1
Virgília;0
Virgínia;0
Vita;0
Vitália;0
Vitális;1
Vitéz;1
Vitold;1
Vitolda;0
Vitus;1
Viviána;0
Vivien;0
Vladimir;1
Volfram;1
Vulfia;0
Vulkán;1
Zádor;1
Zágon;1
Zajzon;1
Zakária;0
Zakariás;1
Zakeus;1
Zalán;1
Zamfira;0
Zámor;1
Zaránd;1
Zdenka;0
Zdenkó;1
Zebulon;1
Zekõ;1
Zelinda;0
Zella;0
Zelma;0
Zelmira;0
Zenina;0
Zénó;1
Zenóbia;0
Zerind;1
Zéta;0
Zétény;1
Zia;0
Zilia;0
Zina;0
Zinajda;0
Zita;0
Zoárd;1
Zobor;1
Zoé;0
Zója;0
Zöldike;0
Zolna;0
Zoltán;1
Zoltána;0
Zombor;1
Zomilla;0
Zóra;0
Zorán;1
Zotmund;1
Zulejka;0
Zsadány;1
Zsaklin;0
Zsanett;0
Zsanna;0
Zselyke;0
Zseni;0
Zseraldin;0
Zseraldina;0
Zsigmond;1
Zsinett;0
Zsófia;0
Zsóka;0
Zsolt;1
Zsombor;1
Zsüliet;0
Zsuzsa;0
Zsuzsanna;0
